"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"1712","TWN","Booklet 01","5062","506202","50620205","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,1,0,102.474,291.226,291.226,56,24.728,47.407,15.386,132.087,132.087,71.376,93.464,107.655,16.765,26.292,195.475,195.475,60.645,33.704,132.495,25.657,47.552,44.128,47.864,55.688,73.528,52,99.306,50.526,91.76,28.311,131.698
"1713","TWN","Booklet 01","5064","506408","50640810","Male",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,25.541,79.663,79.663,32.813,41.31,20.683,8.85,260.59,260.59,62.178,57.207,122.303,48.528,29.16,123.495,123.495,36.938,42.314,153.015,104.993,25.655,9.966,54.263,115.353,171.992,63.851,61.359,113.573,52.771,36.854,125.399
"1714","TWN","Booklet 01","5064","506408","50640826","Female",0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,1,1,13.679,105.297,105.297,26.136,34.381,31.095,23.969,61.653,61.653,40.339,77.968,27.216,40.256,24.137,165.442,165.442,115.2,33.041,365.877,59.708,91.157,23.69,46.299,440.075,151.269,32.32,92.523,126.867,57.888,70.31,157.618
"1715","TWN","Booklet 01","5065","506509","50650910","Female",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.618,45.696,45.696,11.304,11.2,10.408,4.48,35.616,35.616,13.464,6.096,2.936,3.655,12.057,5.08,5.08,7.8,19.848,15.344,12.272,3.652,3.944,4.808,5.991,29.2,6.819,8.726,4.248,4.608,15.456,8.26
"1716","TWN","Booklet 01","5065","506509","50650926","Male",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,14.316,111.248,111.248,25.176,29.265,12.077,10.841,120.489,120.489,10.088,10.655,50.688,28.865,20.172,94.882,94.882,29.633,16.296,57.129,44.536,11.612,21.088,10.589,111.646,84.936,16.624,17.672,37.569,28.271,19.816,63.614
"1717","TWN","Booklet 01","5066","506605","50660506","Male",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,43.469,91.393,91.393,32.933,37.211,71.005,15.41,149.52,149.52,16.728,3.893,4.354,26.305,27.371,42.544,42.544,46.254,50.43,27.99,34.851,63.064,12.457,63.907,79.339,69.781,35.104,51.752,76.947,17.249,34.091,268.709
"1718","TWN","Booklet 01","5066","506605","50660522","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,0,1,1,39.992,134.618,134.618,35.161,53.606,15.742,15.781,88.816,88.816,54.611,87.231,85.364,41.623,43.699,107.195,107.195,73.218,70.964,142.539,40.486,38.266,57.869,42.011,176.88,63.041,18.943,88.202,163.664,42.903,62.824,674.921
"1719","TWN","Booklet 01","5067","506703","50670301","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,37.542,55.041,55.041,16.335,13.36,16.768,5.544,139.656,139.656,57.432,56.209,46.312,10.536,26.6,303.952,303.952,19.255,27.121,236.128,25.752,17.439,19.545,40.183,64.881,29.587,19.252,29.064,29.329,29.087,19.624,173.682
"1720","TWN","Booklet 01","5067","506703","50670317","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,59.23,65.785,65.785,18.255,21.008,13.875,6.797,49.464,49.464,70.589,54.38,53.991,27.808,20.992,54.24,54.24,35.864,69.404,54.813,178.167,25.143,43.302,44.227,47.616,57.128,38.48,63.921,44.022,30.04,51.857,135.576
"1721","TWN","Booklet 01","5068","506809","50680908","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,91.147,136.503,136.503,101.61,27.953,18.248,13.64,59.886,59.886,152.009,79.945,72.441,25.641,18.283,110.682,110.682,75.818,38.625,128.858,24.142,28.604,32.894,77.824,119.609,59.947,26.157,162.936,81.379,46.732,31.156,308.447
"1722","TWN","Booklet 01","5068","506809","50680924","Female",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,1,1,1,1,1,1,64.445,81.645,81.645,89.514,23.982,52.793,14.088,62.696,62.696,31.192,141.518,43.452,30.193,15.088,93.669,93.669,77.777,64.783,56.577,27.664,29.319,56.313,38.239,146.032,103.512,26.237,44.7,100.53,36.449,33.429,109.649
"1723","TWN","Booklet 01","5069","506907","50690714","Male",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,38.526,92.832,92.832,18.943,22.929,13.968,17.432,70.776,70.776,23.784,32.025,36.936,25.272,25.767,238.825,238.825,87.079,33.179,104.384,17.497,22.928,25.656,69.279,75.922,99.43,24.083,22.669,49.736,49.98,24.837,83.271
"1724","TWN","Booklet 01","5070","507004","50700414","Female",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,22.419,176.467,176.467,30.303,43.037,28.968,14.32,324.842,324.842,28.105,181.923,150.439,25.666,48.149,93.872,93.872,46.672,18.272,107.376,60.976,38.786,22.871,39.248,10.36,79.206,78.783,44.311,81.696,38.574,81.641,85.052
"1725","TWN","Booklet 01","5071","507103","50710311","Male",0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,47.206,121.726,121.726,22.235,37.835,13.584,10.1,82.07,82.07,32.036,50.996,64.74,9.538,17.399,113.826,113.826,72.047,21.106,273.262,49.453,65.95,27.986,43.863,68.972,39.481,26.763,43.569,60.842,79.664,23.493,113.261
"1726","TWN","Booklet 01","5072","507207","50720704","Female",0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,77.214,325.504,325.504,37.974,16.543,15.385,21.336,72.233,72.233,110.647,86.848,56.736,38.384,38.879,184.469,184.469,50.481,25.432,64.232,30.824,33.915,17.012,41.717,59.71,63.375,31.897,140.36,44.197,65.466,44.296,334.792
"1727","TWN","Booklet 01","5073","507317","50731707","Female",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,36.637,127.752,127.752,33.576,18.408,10.791,9.248,149.032,149.032,33.912,76.073,39.031,14.056,15.072,61.568,61.568,32.601,27.248,69.072,28.423,38.737,12.383,45.28,60.816,170.032,22.12,31.36,54.483,57.711,3.135,134.654
"1728","TWN","Booklet 01","5073","507317","50731723","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,30.37,58.384,58.384,53.839,26.033,10.951,15.496,96.027,96.027,30.51,136.855,37.648,22.083,11.712,101.261,101.261,63.704,28.744,189.168,21.988,19.509,15.975,25.264,64.898,65.255,18.064,68.816,62.704,51.207,25.665,230.952
"1729","TWN","Booklet 01","5074","507405","50740508","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,112.039,64.184,64.184,54.895,21.376,19.04,63.202,58.551,58.551,29.416,39.567,39.248,16.976,18.912,176.599,176.599,24.313,19.432,179.568,29.097,18.847,21.881,39.004,77.9,92.439,34.369,33.767,71.073,41.803,49.668,202.781
"1730","TWN","Booklet 01","5074","507405","50740524","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.732,108.056,108.056,13.8,30.528,23.384,15.195,106.301,106.301,16.913,25.471,31.432,22.088,26.592,46.232,46.232,34.544,13.648,47.985,43.439,28.608,26.888,47.065,63.92,66.911,72.92,26.944,138.448,51.976,8.963,623.647
"1731","TWN","Booklet 01","5075","507508","50750809","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,83.151,85.409,85.409,42.992,64.639,15.121,14.16,353.976,353.976,69.424,66.664,53.696,31.671,20.601,100.311,100.311,72.328,42.456,184.304,39.08,34.376,32.656,70.272,79.96,57.9,27.77,45.584,96.103,38.088,18.4,386.779
"1732","TWN","Booklet 01","5075","507508","50750825","Male",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,51.64,148.228,148.228,59.8,22.264,30.67,17.829,227.188,227.188,62.002,74.623,106.976,27.096,23.608,124.252,124.252,63.219,41.465,48.635,60.333,22.2,24.136,104.663,31.641,76.143,41.555,60.187,262.693,23.388,43.196,102.166
"1733","TWN","Booklet 01","5076","507604","50760412","Female",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.334,120.624,120.624,19.656,41.12,24.952,13.423,30.821,30.821,21.363,29.936,30.073,60.526,33.656,55.107,55.107,31.961,8.573,15.311,18.93,47.223,17.193,54.912,52.193,42.616,27.815,48.715,102.662,22.816,25.216,332.904
"1734","TWN","Booklet 01","5077","507702","50770204","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.796,37.586,37.586,45.607,24.666,211.926,10.8,85.568,85.568,19.36,131.151,86.102,46.417,24.006,76.401,76.401,36.968,25.679,82.073,89.041,64.032,135.81,80.916,29.765,123.082,23.621,74.759,30.03,20.925,52.573,128.67
"1735","TWN","Booklet 01","5077","507702","50770220","Male",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,53.598,130.753,130.753,39.095,64.382,25.417,14.567,136.291,136.291,91.851,101.831,26.896,57.788,19.497,119.414,119.414,59.963,127.393,76.788,63.178,38.438,99.253,66.196,108.455,80.399,25.277,86.571,104.132,37.991,106.353,213.329
"1736","TWN","Booklet 01","5078","507808","50780815","Female",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,20.565,120.363,120.363,94.457,83.693,21.96,6.809,190.521,190.521,49.432,49.616,41.581,21.486,36.953,124.1,124.1,68.425,31.204,175.669,45.264,41.44,15.568,33.918,218.114,59.474,17.521,41.535,54.971,46.465,37.914,168.069
"1737","TWN","Booklet 01","5079","507905","50790504","Female",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,44.19,72.329,72.329,46.735,15.489,29.047,14.472,127.094,127.094,32.69,90.049,103.417,54.156,51.138,184.839,184.839,57.481,62.192,119.855,110.753,38.561,26.528,36.46,57.115,173.095,66.962,49.775,80.417,55.072,34.233,96.532
"1738","TWN","Booklet 01","5079","507905","50790520","Male",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,45.974,78.52,78.52,54.205,23.646,39.613,13.473,90.53,90.53,48.774,125.214,107.464,36.984,14.014,146.843,146.843,95.2,74.616,256.8,21.033,33.134,18.8,71.257,79.583,47.689,32.687,95.66,68.885,63.223,76.707,160.102
"1739","TWN","Booklet 01","5080","508001","50800110","Female",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,105.982,181.786,181.786,85.16,46.696,47.28,11.008,223.143,223.143,36.952,78.586,95.95,17.96,69.352,248.545,248.545,241.328,55.68,198.199,36.096,23.08,16.824,38.336,55.752,75.592,19.929,44.112,101.727,31.36,44.786,83.91
"1740","TWN","Booklet 01","5080","508001","50800126","Male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,12.968,314.697,314.697,83.136,198.407,76.408,12.601,129.647,129.647,57.788,6.364,10.823,69.698,9.855,104.368,104.368,58.544,70.096,25.927,5.547,28.573,144.368,82.335,77.585,130.391,26.653,78.515,380.004,40.123,50.265,133.552
"1741","TWN","Booklet 01","5081","508101","50810107","Female",0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,24.072,105.561,105.561,35.096,30.72,14.224,13.496,92.879,92.879,50.336,57.369,43.576,26.64,38.433,190.344,190.344,45.824,57.712,111.871,52.42,50.461,22.611,46.032,83.301,78.705,21.52,45.031,123.641,55.175,57.992,327.873
"1742","TWN","Booklet 01","5081","508101","50810123","Male",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,23.852,175.91,175.91,15.577,37.543,20.09,11.655,162.993,162.993,32.647,28.248,39.344,58.792,33.552,257.288,257.288,27.176,59.144,326.599,36.856,19.232,10.016,51.465,68.099,51.14,71.824,39.28,49.913,25.666,31.725,147.64
"1743","TWN","Booklet 01","5082","508201","50820106","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,42.871,47.912,47.912,15.528,30.879,13.449,13.223,69.256,69.256,58.708,32.628,37.368,12.583,18.449,72.935,72.935,33.187,21.735,56.263,27.743,21.488,25.056,54.368,62.543,127.001,15.615,34.129,60.951,20.408,22.272,335.039
"1744","TWN","Booklet 01","5082","508201","50820122","Male",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,12.282,56.601,56.601,50.535,14.569,40.055,16.127,62.762,62.762,7.668,67.04,21.336,35.536,32.432,105.914,105.914,7.831,23.183,112.793,59.243,54.653,35.024,35.631,129.721,142.519,18.424,37.976,65.009,28.479,42.68,31.448
"1745","TWN","Booklet 01","5083","508306","50830610","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,143.975,222.733,222.733,74.689,28.391,40.697,30.111,149.257,149.257,40.797,147.881,146.225,188.154,43.791,77.335,77.335,36.826,98.343,58.672,29.705,7.478,5.756,45.966,94.052,155.444,52.43,34.676,436.109,75.193,42.7,50.707
"1746","TWN","Booklet 01","5083","508306","50830626","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,38.018,144.079,144.079,49.4,22.128,41.951,22.466,115.815,115.815,22.207,59.105,73.024,33.536,23.072,77.007,77.007,43.809,52.296,16.672,28.24,36.459,4.989,39.728,11.451,118.021,15.735,32.456,28.393,28.431,23.072,88.945
"1747","TWN","Booklet 01","5084","508407","50840712","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,37.663,173.391,173.391,21.757,39.194,9.832,14.321,47.108,47.108,38.761,22.006,26.175,21.258,16.851,40.934,40.934,21.559,16.28,53.607,11.986,25.343,14.096,32.536,49.267,72.501,14.529,42.983,24.802,25.399,18.495,96.345
"1748","TWN","Booklet 01","5084","508407","50840728","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,23.718,54.043,54.043,23.304,19.318,13.568,17.472,101.472,101.472,73.176,93.535,50.818,14.367,17.792,74.016,74.016,100.201,22.815,297.672,24.641,29.56,19.4,70.544,63.159,44.6,25.483,29.83,39.722,43.013,36.425,76.96
"1749","TWN","Booklet 01","5085","508519","50851908","Male",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,35.957,43.158,43.158,14.282,13.198,8.138,6.138,30.732,30.732,20.541,52.301,28.865,11.439,17.569,55.672,55.672,22.151,52.984,41.87,10.824,11.586,13.992,26.934,54.999,20.211,13.189,26.936,36.256,19.272,21.6,90.256
"1750","TWN","Booklet 01","5085","508519","50851924","Female",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,0,0,1,75.615,50.25,50.25,26.64,18.873,12.374,6.152,80.056,80.056,25.295,22.13,8.664,21.655,52.781,66.491,66.491,28.144,24.88,128.583,75.095,17.872,21.866,35.375,172.304,29.664,23.31,57.513,43.073,22.792,18.999,183.864
"1751","TWN","Booklet 01","5086","508616","50861603","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,111.819,82.207,82.207,43.249,59.24,9.904,24.8,128.881,128.881,20.639,25.281,61.616,36.064,68.296,144.792,144.792,55.92,93.465,189.679,26.688,53.928,20.376,73.104,192.521,111.24,52.12,93.96,162.289,67.287,70.609,268.788
"1752","TWN","Booklet 01","5086","508616","50861619","Male",0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,59.345,77.384,77.384,76.333,17.969,31.009,10.344,145.431,145.431,18.432,25.346,84.456,28.568,29.623,52.599,52.599,148.074,30.695,110.944,32.873,22.264,110.737,30.118,177.912,56.876,24.941,38.313,104.367,37.395,43.942,56.919
"1753","TWN","Booklet 01","5087","508702","50870209","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,36.321,62.254,62.254,15.696,26.056,17.392,16.753,117.999,117.999,16.561,72.743,45.351,23.449,31.168,171.36,171.36,43.016,85.12,118.567,22.048,39.704,37.803,70.165,81.392,31.848,18.512,47.744,50.192,34.927,72.064,203.216
"1754","TWN","Booklet 01","5087","508702","50870225","Female",0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20.461,81.04,81.04,32.4,17.424,10.497,10.527,205.825,205.825,24.144,38.936,32.179,10.317,16.92,74.48,74.48,36.271,19.912,150.072,70.289,72.929,21.175,31.419,15.829,107.417,24.271,36.824,57.827,56.66,17.281,249.265
"1755","TWN","Booklet 01","5088","508809","50880916","Male",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,22.717,93.706,93.706,27.648,23.08,29.264,13.736,100.832,100.832,27.856,36.96,29.736,25.944,11.208,57.328,57.328,62.112,25.488,125.784,38.839,27.785,25.96,32.312,125.503,77.425,13.32,14.479,58.949,0.081,25.907,133.951
"1756","TWN","Booklet 01","5088","508809","50880932","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,0,1,1,1,1,71.96,94.057,94.057,33.724,34.59,14.105,15.119,102.962,102.962,54.613,109.233,45.087,26.804,32.049,173.204,173.204,43.313,38.958,93.767,26.522,32.079,20.287,56.626,69.586,35.259,25.035,93.661,79.742,37.58,43.427,225.077
"1757","TWN","Booklet 01","5091","509105","50910511","Male",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0,86.545,85.539,85.539,30.34,54.274,36.336,37.944,83.204,83.204,54.784,82.271,76.002,38.929,16.559,219.352,219.352,65.544,30.504,112.96,37.895,29.873,36.784,57.096,103.52,122.76,68.032,66.968,60.903,54.32,69.682,369.756
"1758","TWN","Booklet 01","5091","509105","50910527","Female",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109.773,110.235,110.235,21.767,62.411,14.524,12.399,60.255,60.255,41.466,72.415,37.689,35.693,28.843,108.909,108.909,70.915,42.261,436.717,128.671,17.013,15.86,94.333,70.28,77.564,24.837,48.592,47.027,50.091,34.429,229.631
"1759","TWN","Booklet 01","5092","509201","50920102","Female",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,36.796,164.935,164.935,48.63,42.257,19.88,11.977,233.768,233.768,74.471,45.264,222.688,23.776,84.041,223.744,223.744,44.046,71.624,104.401,36.673,22.487,59.043,42.766,43.089,132.999,69.743,49.928,49.784,82.387,0.075,188.496
"1760","TWN","Booklet 01","5093","509308","50930815","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.12,52.68,52.68,3.432,3.792,7.959,5.656,64.968,64.968,12.287,19.578,11.327,9.047,10.12,66.527,66.527,11.736,3.191,5.152,34.946,7.08,3.503,3.936,12.448,82.097,120.613,14.979,63.68,3.256,41.694,146.277
"1761","TWN","Booklet 01","5094","509408","50940802","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.054,112.686,112.686,47.32,31.472,32,20.238,156.402,156.402,37.484,42.266,68.941,23.5,57.998,44.467,44.467,0.102,32.239,151.183,31.17,142.89,43.601,65.813,88.811,61.215,42.26,76.782,63.679,52.877,58.623,137.936
"1762","TWN","Booklet 01","5094","509408","50940818","Male",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,19.696,65.498,65.498,42.379,55.655,25.624,21.051,124.562,124.562,17.909,56.004,47.882,56.539,19.493,184.284,184.284,27.39,29.934,39.871,56.506,47.666,15.405,12.335,38.55,52.526,37.802,76.86,16.04,14.444,22.937,125.895
"1763","TWN","Booklet 01","5096","509609","50960915","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,45.237,111.774,111.774,30.505,32.695,14.697,16.984,151.928,151.928,41.801,83.216,53.471,23.072,101.77,45.03,45.03,28.602,25.724,185.348,23.201,24.032,22.992,41.149,42.503,64.589,25.063,103.023,67.602,105.615,47.408,331.8
"1764","TWN","Booklet 01","5096","509609","50960931","Male",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,39.803,57.231,57.231,68.398,14.517,26.979,9.083,50.27,50.27,20.795,28.045,6.225,34.975,19.335,508.266,508.266,30.824,46.312,151.44,27.384,25.055,9.665,48.136,39.328,50.448,35.616,23.697,35.559,18.815,33.937,201.8
"1765","TWN","Booklet 01","5097","509715","50971505","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,91.534,67.586,67.586,9.614,14.582,10.459,9.495,82.064,82.064,60.905,60.616,107.439,21.568,26.513,137.721,137.721,98.382,36.134,56.524,20.536,20.141,17.2,42.957,41.509,73.703,16.919,112.059,67.609,135.33,70.15,305.298
"1766","TWN","Booklet 01","5097","509715","50971521","Female",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,0,1,68.14,73.393,73.393,22.912,28.717,15.769,13.559,112.96,112.96,51.136,89.603,43.072,25.597,17.712,100.857,100.857,41.014,54.271,158.663,25.412,27.893,21.272,60.126,114.618,85.132,37.174,164.001,52.25,56.767,37.585,539.6
"1767","TWN","Booklet 01","5098","509818","50981809","Male",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,95.664,75.391,75.391,50.896,44.656,93.617,44.136,123.008,123.008,68.713,102.351,65.241,26.696,52.144,84.487,84.487,55.104,60.44,127.28,24.049,38.752,31.8,64.232,160.352,131.649,25.367,43.585,52.719,28.2,64.808,67.984
"1768","TWN","Booklet 01","5098","509818","50981825","Female",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,33.17,54.352,54.352,26.081,22.201,17.487,10.912,298.752,298.752,217.703,82.832,42.591,10.274,41.991,87.208,87.208,63.897,34.024,91.719,24.135,18.968,16.376,29.529,29.64,183.04,24.042,33.328,46.479,29.608,74.023,188.73
"1769","TWN","Booklet 01","5099","509903","50990310","Female",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,107.876,232.441,232.441,113.744,98.471,28.264,18.192,195.268,195.268,54.729,46.983,59.754,20.423,24.752,111.56,111.56,39.407,82.641,328.144,37.112,14.472,13.608,92.583,83.776,68.297,12.872,50.528,94.582,70.428,94.502,117.919
"1770","TWN","Booklet 01","5100","510003","51000306","Male",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,56.662,97.534,97.534,31.842,21.462,11.641,14.732,98.205,98.205,30.751,59.507,61.887,43.796,19.512,93.585,93.585,56.824,86.031,95.91,20.026,9.582,36.024,84.813,72.571,104.029,30.448,61.705,68.25,62.703,25.906,182.653
